cell,pair,gap,excess,excess_H2,anchor,recovery_H2,recovery_blind_H2,skill_H2,loss_pair,skill_H2_le_0
deepseek|commonsenseqa,english_vs_spanish,0.0655,-0.02100000000000002,-0.021134999999999918,english,0.15772608464358895,0.4497651978355,-0.5433945739187798,True,True
deepseek|commonsenseqa,english_vs_chinese,0.07599999999999996,-0.019499999999999962,-0.019569999999999917,english,0.22486828276439502,0.4637824624914358,-0.45527507537132544,True,True
deepseek|commonsenseqa,english_vs_russian,0.07750000000000001,-0.017000000000000015,-0.016984999999999927,english,0.2624416352424121,0.4643692764663689,-0.3851760124446809,True,True
deepseek|commonsenseqa,english_vs_japanese,0.08899999999999997,-0.014499999999999957,-0.014854999999999927,english,0.3305039216069276,0.4950798504394087,-0.3342291334739049,True,True
deepseek|commonsenseqa,russian_vs_spanish,0.01200000000000001,0.010499999999999954,0.012889999999999999,spanish,0.19869289142327295,0.04290435022648954,0.15670037424347918,False,False
deepseek|commonsenseqa,chinese_vs_japanese,0.013000000000000012,0.015999999999999903,0.019110000000000002,chinese,0.2709306223004999,0.04006669991652931,0.2337782385009616,False,False
deepseek|commonsenseqa,chinese_vs_spanish,0.010499999999999954,0.018000000000000016,0.02075,spanish,0.2684120371446241,0.02727858328346138,0.2433838598391405,False,False
deepseek|commonsenseqa,japanese_vs_spanish,0.023499999999999965,0.020000000000000018,0.020179999999999997,spanish,0.33977435072117,0.12402565507286428,0.2434068706534677,False,False
deepseek|commonsenseqa,japanese_vs_russian,0.011499999999999955,0.020499999999999963,0.024925000000000003,russian,0.2729227988413449,0.018979501641846315,0.2547419567865162,False,False
deepseek|commonsenseqa,chinese_vs_russian,0.0015000000000000568,0.024499999999999966,0.02971,chinese,0.2848440261740609,-0.03890980569187848,0.3110386693062295,False,False
gpt4omini|commonsenseqa,english_vs_russian,0.08550000000000002,-0.019500000000000073,-0.020034999999999997,english,0.24891578417026686,0.47053332614862486,-0.42594730883050685,True,True
gpt4omini|commonsenseqa,english_vs_chinese,0.11299999999999999,-0.018000000000000016,-0.018305000000000002,english,0.38533934701207523,0.5697460010142646,-0.4393248953249072,True,True
gpt4omini|commonsenseqa,chinese_vs_spanish,0.04849999999999999,-0.014500000000000068,-0.014459999999999999,spanish,0.09696576149087263,0.24159895448663934,-0.1967791182825398,True,True
gpt4omini|commonsenseqa,english_vs_japanese,0.09950000000000003,-0.014000000000000012,-0.01413,english,0.3532487876625929,0.49322643177615383,-0.28300452732017545,True,True
gpt4omini|commonsenseqa,english_vs_spanish,0.0645,-0.013000000000000012,-0.013354999999999999,english,0.22949461449002523,0.39084244269107077,-0.2720193660312282,True,True
gpt4omini|commonsenseqa,japanese_vs_spanish,0.03500000000000003,-0.008500000000000063,-0.008165,spanish,0.0924979983173629,0.17464616987771253,-0.10480850454086447,False,True
gpt4omini|commonsenseqa,chinese_vs_russian,0.02749999999999997,0.0010000000000000009,0.00014500000000000355,russian,0.1405016450906439,0.1390582091077765,-0.0013886940404307768,False,True
gpt4omini|commonsenseqa,japanese_vs_russian,0.014000000000000012,0.0024999999999999467,0.004084999999999997,russian,0.09369084073916813,0.05226583022527464,0.03915951918240148,False,False
gpt4omini|commonsenseqa,russian_vs_spanish,0.02100000000000002,0.0034999999999999476,0.00416,spanish,0.1568373649125408,0.10980464475874765,0.04807030303671915,False,False
gpt4omini|commonsenseqa,chinese_vs_japanese,0.013499999999999956,0.009000000000000008,0.011504999999999956,japanese,0.1673498137401596,0.04455697993293864,0.12344929522657648,False,False
qwen|commonsenseqa,english_vs_russian,0.119,-0.02300000000000002,-0.023635000000000003,english,0.2932537831886854,0.4852287527545331,-0.37956739232426706,True,True
qwen|commonsenseqa,english_vs_chinese,0.10899999999999999,-0.01550000000000007,-0.016239999999999997,english,0.32779329740150037,0.4661130665153275,-0.2647104180977552,True,True
qwen|commonsenseqa,english_vs_spanish,0.09999999999999998,-0.013000000000000012,-0.01307,english,0.34190607708783816,0.4624205703165497,-0.23086628688569946,True,True
qwen|commonsenseqa,english_vs_japanese,0.11499999999999999,-0.010500000000000065,-0.010509999999999999,english,0.3768741064436493,0.46061439944103383,-0.15917919493278462,True,True
qwen|commonsenseqa,russian_vs_spanish,0.019000000000000017,0.014499999999999957,0.016844999999999968,spanish,0.1914435515301338,0.0536012074145321,0.14043459624502538,False,False
qwen|commonsenseqa,chinese_vs_spanish,0.009000000000000008,0.017000000000000015,0.022484999999999963,spanish,0.16802296628550806,-0.011460081262336172,0.1747964656461582,False,False
qwen|commonsenseqa,chinese_vs_russian,0.010000000000000009,0.026000000000000023,0.03215499999999996,chinese,0.25054062196804344,-0.008971496662065521,0.2545118726515227,False,False
qwen|commonsenseqa,chinese_vs_japanese,0.006000000000000005,0.026499999999999968,0.031969999999999964,chinese,0.2299008100857639,-0.024584357946991826,0.24672671205740065,False,False
qwen|commonsenseqa,japanese_vs_spanish,0.015000000000000013,0.02949999999999997,0.03260999999999992,spanish,0.2807712118085417,0.031100059441418307,0.25466285787778703,False,False
qwen|commonsenseqa,japanese_vs_russian,0.0040000000000000036,0.03149999999999997,0.03782999999999996,japanese,0.2538800765468807,-0.029034591147440923,0.2739636127117438,False,False
